author_id,final_first_name,final_last_name,first_top5_publication_year,years_since_first_publication,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ011439,Jianjun,Miao,2012,10,2011-2015,10.3982/ecta18086,4,5,4 to 5,2018,2022,4
AFZ011440,Silvio,Micali,2015,0,2011-2015,10.3982/ecta12563,1,2,1 to 2,2015,2015,0
AFZ011446,Guy,Michaels,2012,5,2011-2015,10.1086/714119,1,2,1 to 2,2012,2017,5
AFZ011446,Guy,Michaels,2012,5,2011-2015,10.1257/aer.p20171100,2,3,2 to 3,2017,2017,0
AFZ011449,Pascal,Michaillat,2012,3,2011-2015,10.1093/qje/qjv006,1,2,1 to 2,2012,2015,3
AFZ011449,Pascal,Michaillat,2012,6,2011-2015,10.1093/restud/rdy030,2,3,2 to 3,2015,2018,3
AFZ011452,Stelios,Michalopoulos,2012,1,2011-2015,10.1093/qje/qjt029,1,2,1 to 2,2012,2013,1
AFZ011452,Stelios,Michalopoulos,2012,1,2011-2015,10.3982/ecta9613,2,3,2 to 3,2013,2013,0
AFZ011452,Stelios,Michalopoulos,2012,4,2011-2015,10.1086/685300,3,4,3 to 4,2013,2016,3
AFZ011452,Stelios,Michalopoulos,2012,4,2011-2015,10.1257/aer.20131311,4,5,4 to 5,2016,2016,0
AFZ011452,Stelios,Michalopoulos,2012,9,2011-2015,10.1093/qje/qjab003,5,6,5 to 6,2016,2021,5
AFZ011452,Stelios,Michalopoulos,2012,9,2011-2015,10.3982/ecta17018,6,7,6 to 7,2021,2021,0
AFZ011460,Claudio,Michelacci,2004,2,2001-2005,10.1086/509816,1,2,1 to 2,2004,2006,2
AFZ011460,CLAUDIO,MICHELACCI,2004,3,2001-2005,10.1111/j.1467-937x.2007.00452.x,2,3,2 to 3,2006,2007,1
AFZ011460,CLAUDIO,MICHELACCI,2004,5,2001-2005,10.1111/j.1467-937x.2008.00524.x,3,4,3 to 4,2007,2009,2
AFZ011460,Claudio,Michelacci,2004,7,2001-2005,10.1093/restud/rdr042,4,5,4 to 5,2009,2011,2
AFZ011460,Claudio,Michelacci,2004,11,2001-2005,10.1257/aer.20111559,5,6,5 to 6,2011,2015,4
AFZ011474,Konrad,Mierendorff,2013,6,2011-2015,10.1257/aer.20170882,1,2,1 to 2,2013,2019,6
AFZ011474,Konrad,Mierendorff,2013,6,2011-2015,10.1257/aer.20171000,2,3,2 to 3,2019,2019,0
AFZ011474,Konrad,Mierendorff,2013,9,2011-2015,10.1086/722985,3,4,3 to 4,2019,2022,3
AFZ011474,Konrad,Mierendorff,2013,11,2011-2015,10.1257/aer.20221149,4,5,4 to 5,2022,2024,2
AFZ011480,Edward,Miguel,2003,1,2001-2005,10.1086/421174,1,2,1 to 2,2003,2004,1
AFZ011480,Edward,Miguel,2003,2,2001-2005,10.1111/0034-6527.00365,2,3,2 to 3,2004,2005,1
AFZ011480,Edward,Miguel,2003,3,2001-2005,10.1257/000282806777212323,3,4,3 to 4,2005,2006,1
AFZ011480,Edward,Miguel,2003,4,2001-2005,10.1086/527495,4,5,4 to 5,2006,2007,1
AFZ011480,Edward,Miguel,2003,4,2001-2005,10.1162/qjec.122.3.1007,5,6,5 to 6,2007,2007,0
AFZ011480,Edward,Miguel,2003,8,2001-2005,10.1093/qje/qjq010,6,7,6 to 7,2007,2011,4
AFZ011480,Edward,Miguel,2003,9,2001-2005,10.1093/qje/qje027,7,8,7 to 8,2011,2012,1
AFZ011498,Konstantin,Milbradt,2014,2,2011-2015,10.1257/aer.p20161109,1,2,1 to 2,2014,2016,2
AFZ011498,Konstantin,Milbradt,2014,5,2011-2015,10.1257/aer.20160216,2,3,2 to 3,2016,2019,3
AFZ011498,Konstantin,Milbradt,2014,7,2011-2015,10.1257/aer.20181857,3,4,3 to 4,2019,2021,2
AFZ011498,Konstantin,Milbradt,2014,11,2011-2015,10.1093/restud/rdaf009,4,5,4 to 5,2021,2025,4
AFZ011502,Gian,Milesi-Ferretti,2002,6,2001-2005,10.1257/aer.98.2.327,1,2,1 to 2,2002,2008,6
AFZ011513,David,Miller,2011,2,2011-2015,10.3982/ecta10361,1,2,1 to 2,2011,2013,2
AFZ011513,David,Miller,2011,5,2011-2015,10.1257/aer.20130768,2,3,2 to 3,2013,2016,3
AFZ011513,David,Miller,2011,9,2011-2015,10.1257/aer.20180427,3,4,3 to 4,2016,2020,4
AFZ011521,Joshua,Miller,2013,5,2011-2015,10.3982/ecta14943,1,2,1 to 2,2013,2018,5
AFZ011528,Nolan,Miller,2003,5,2001-2005,10.1257/aer.98.4.1553,1,2,1 to 2,2003,2008,5
AFZ011536,Sarah,Miller,2012,9,2011-2015,10.1093/qje/qjab004,1,2,1 to 2,2012,2021,9
AFZ011536,Sarah,Miller,2012,11,2011-2015,10.1257/aer.20210937,2,3,2 to 3,2021,2023,2
AFZ011576,Pedro,Mira,2002,5,2001-2005,10.1111/j.1468-0262.2007.00731.x,1,2,1 to 2,2002,2007,5
AFZ011576,Pedro,Mira,2002,5,2001-2005,10.1257/aer.97.2.449,2,3,2 to 3,2007,2007,0
AFZ011580,Javier,Miranda,2014,2,2011-2015,10.1257/aer.p20161050,1,2,1 to 2,2014,2016,2
AFZ011580,Javier,Miranda,2014,3,2011-2015,10.1257/aer.p20171020,2,3,2 to 3,2016,2017,1
AFZ011580,Javier,Miranda,2014,6,2011-2015,10.1257/aer.20190680,3,4,3 to 4,2017,2020,3
AFZ011584,Eugenio,Miravete,2002,1,2001-2005,10.1257/000282803321455304,1,2,1 to 2,2002,2003,1
AFZ011584,Eugenio,Miravete,2002,10,2001-2005,10.1086/667225,2,3,2 to 3,2003,2012,9
AFZ011584,Eugenio,Miravete,2002,10,2001-2005,10.1257/aer.102.4.1540,3,4,3 to 4,2012,2012,0
AFZ011584,Eugenio,Miravete,2002,10,2001-2005,10.1257/aer.102.6.2639,4,5,4 to 5,2012,2012,0
AFZ011646,Ahmed,Mobarak,2013,1,2011-2015,10.3982/ecta10489,1,2,1 to 2,2013,2014,1
AFZ011646,Ahmed,Mobarak,2013,3,2011-2015,10.1093/restud/rdw023,2,3,2 to 3,2014,2016,2
AFZ011646,Ahmed,Mobarak,2013,8,2011-2015,10.1257/aer.20200295,3,4,3 to 4,2016,2021,5
AFZ011646,Ahmed,Mobarak,2013,10,2011-2015,10.3982/ecta15962,4,5,4 to 5,2021,2023,2
AFZ011647,Mushfiq,Mobarak,2015,3,2011-2015,10.1093/restud/rdy039,1,2,1 to 2,2015,2018,3
AFZ011647,Mushfiq,Mobarak,2015,6,2011-2015,10.1093/restud/rdab021,2,3,2 to 3,2018,2021,3
AFZ011649,Markus,Mobius,2004,2,2001-2005,10.1257/000282806776157515,1,2,1 to 2,2004,2006,2
AFZ011649,Markus,Mobius,2004,3,2001-2005,10.1257/aer.97.2.80,2,3,2 to 3,2006,2007,1
AFZ011649,Markus,Mobius,2004,5,2001-2005,10.1162/qjec.2009.124.3.1307,3,4,3 to 4,2007,2009,2
AFZ011649,Markus,Mobius,2004,5,2001-2005,10.1162/qjec.2009.124.4.1815,4,5,4 to 5,2009,2009,0
AFZ011649,Markus,Mobius,2004,10,2001-2005,10.1257/aer.104.1.149,5,6,5 to 6,2009,2014,5
AFZ011657,Ashoka,Mody,2003,2,2001-2005,10.1257/0002828053828699,1,2,1 to 2,2003,2005,2
AFZ011667,Magne,Mogstad,2013,1,2011-2015,10.1093/qje/qju019,1,2,1 to 2,2013,2014,1
AFZ011667,Magne,Mogstad,2013,1,2011-2015,10.1257/aer.104.2.624,2,3,2 to 3,2014,2014,0
AFZ011667,Magne,Mogstad,2013,1,2011-2015,10.1257/aer.104.7.2049,3,4,3 to 4,2014,2014,0
AFZ011667,Magne,Mogstad,2013,2,2011-2015,10.1093/qje/qjv028,4,5,4 to 5,2014,2015,1
AFZ011667,Magne,Mogstad,2013,2,2011-2015,10.1257/aer.p20151063,5,6,5 to 6,2015,2015,0
AFZ011667,Magne,Mogstad,2013,3,2011-2015,10.1093/qje/qjw019,6,7,6 to 7,2015,2016,1
AFZ011667,Magne,Mogstad,2013,4,2011-2015,10.1086/692712,7,8,7 to 8,2016,2017,1
AFZ011667,Magne,Mogstad,2013,4,2011-2015,10.1086/694633,8,9,8 to 9,2017,2017,0
AFZ011667,Magne,Mogstad,2013,5,2011-2015,10.1086/702018,9,10,9 to 10,2017,2018,1
AFZ011667,Magne,Mogstad,2013,5,2011-2015,10.3982/ecta15463,10,11,10 to 11,2018,2018,0
AFZ011667,Magne,Mogstad,2013,6,2011-2015,10.1086/705330,11,12,11 to 12,2018,2019,1
AFZ011667,Magne,Mogstad,2013,6,2011-2015,10.1257/aer.20151231,12,13,12 to 13,2019,2019,0
AFZ011667,Magne,Mogstad,2013,7,2011-2015,10.1086/712446,13,14,13 to 14,2019,2020,1
AFZ011667,Magne,Mogstad,2013,7,2011-2015,10.1093/restud/rdaa062,14,15,14 to 15,2020,2020,0
AFZ011667,Magne,Mogstad,2013,8,2011-2015,10.1257/aer.20190221,15,16,15 to 16,2020,2021,1
AFZ011667,Magne,Mogstad,2013,9,2011-2015,10.1257/aer.20190790,16,17,16 to 17,2021,2022,1
AFZ011667,Magne,Mogstad,2013,10,2011-2015,10.1093/qje/qjad053,17,18,17 to 18,2022,2023,1
AFZ011667,Magne,Mogstad,2013,10,2011-2015,10.1093/restud/rdad006,18,19,18 to 19,2023,2023,0
AFZ011667,Magne,Mogstad,2013,10,2011-2015,10.1093/restud/rdad082,19,20,19 to 20,2023,2023,0
AFZ011688,Benny,Moldovanu,1995,0,1991-1995,10.2307/2298080,1,2,1 to 2,1995,1995,0
AFZ011688,Benny,Moldovanu,1995,3,1991-1995,10.1086/250032,2,3,2 to 3,1995,1998,3
AFZ011688,Benny,Moldovanu,1995,4,1991-1995,10.1111/1467-937x.00116,3,4,3 to 4,1998,1999,1
AFZ011688,Benny,Moldovanu,1995,6,1991-1995,10.1111/1468-0262.00240,4,5,4 to 5,1999,2001,2
AFZ011688,Benny,Moldovanu,1995,6,1991-1995,10.1257/aer.91.3.542,5,6,5 to 6,2001,2001,0
AFZ011688,Benny,Moldovanu,1995,11,1991-1995,10.1111/j.1468-0262.2006.00675.x,6,7,6 to 7,2001,2006,5
AFZ011693,Benjamin,Moll,2014,0,2011-2015,10.1257/aer.104.10.3186,1,2,1 to 2,2014,2014,0
AFZ011693,Benjamin,Moll,2014,2,2011-2015,10.3982/ecta13569,2,3,2 to 3,2014,2016,2
AFZ011693,Benjamin,Moll,2014,3,2011-2015,10.1086/696225,3,4,3 to 4,2016,2017,1
AFZ011693,Benjamin,Moll,2014,4,2011-2015,10.1257/aer.20160042,4,5,4 to 5,2017,2018,1
AFZ011693,Benjamin,Moll,2014,5,2011-2015,10.3982/ecta13761,5,6,5 to 6,2018,2019,1
AFZ011693,Benjamin,Moll,2014,7,2011-2015,10.1093/restud/rdab002,6,7,6 to 7,2019,2021,2
AFZ011693,Benjamin,Moll,2014,8,2011-2015,10.3982/ecta19417,7,8,7 to 8,2021,2022,1
AFZ011693,Benjamin,Moll,2014,10,2011-2015,10.1093/qje/qjae026,8,9,8 to 9,2022,2024,2
AFZ011693,Benjamin,Moll,2014,11,2011-2015,10.1086/736769,9,10,9 to 10,2024,2025,1
AFZ011703,Tommaso,Monacelli,2005,11,2001-2005,10.1257/aer.20131658,1,2,1 to 2,2005,2016,11
AFZ011725,Jose,Montalvo,2002,3,2001-2005,10.1257/0002828054201468,1,2,1 to 2,2002,2005,3
AFZ011727,Ferdinando,Monte,2015,3,2011-2015,10.1257/aer.20151507,1,2,1 to 2,2015,2018,3
AFZ011757,Bartholomew,Moore,1993,11,1991-1995,10.1257/0002828043052295,1,2,1 to 2,1993,2004,11
AFZ011768,J,Moore,1994,4,1991-1995,10.1162/003355398555496,1,2,1 to 2,1994,1998,4
AFZ011785,Marie,Mora,2011,1,2011-2015,10.1257/aer.102.3.261,1,2,1 to 2,2011,2012,1
AFZ011785,Marie,Mora,2011,3,2011-2015,10.1257/aer.104.5.245,2,3,2 to 3,2012,2014,2
AFZ011785,Marie,Mora,2011,5,2011-2015,10.1257/aer.p20161113,3,4,3 to 4,2014,2016,2
AFZ011788,Jose,MoragaGonzalez,2004,0,2001-2005,10.1111/0034-6527.00315; 10.1111/j.1467-937x.2004.00315.x,1,2,1 to 2,2004,2004,0
AFZ011798,Jonathan,Morduch,1995,5,1991-1995,10.1257/aer.90.2.405,1,2,1 to 2,1995,2000,5
AFZ011804,Marcelo,Moreira,2003,3,2001-2005,10.1111/j.1468-0262.2006.00679.x,1,2,1 to 2,2003,2006,3
AFZ011804,Marcelo,Moreira,2003,3,2001-2005,10.1111/j.1468-0262.2006.00680.x,2,3,2 to 3,2006,2006,0
AFZ011804,Marcelo,Moreira,2003,5,2001-2005,10.3982/ecta6869,3,4,3 to 4,2006,2008,2
AFZ011807,Massimo,Morelli,2001,3,2001-2005,10.1111/j.1467-937x.2004.00306.x,1,2,1 to 2,2001,2004,3
AFZ011807,Massimo,Morelli,2001,4,2001-2005,10.1111/j.1468-0262.2005.00641.x,2,3,2 to 3,2004,2005,1
AFZ011807,Massimo,Morelli,2001,5,2001-2005,10.1257/000282806779468634; 10.1257/aer.96.4.1137,3,4,3 to 4,2005,2006,1
AFZ011807,Massimo,Morelli,2001,6,2001-2005,10.1257/aer.97.4.1353,4,5,4 to 5,2006,2007,1
AFZ011813,Enrico,Moretti,2003,0,2001-2005,10.1162/003355303322552856,1,2,1 to 2,2003,2003,0
AFZ011813,Enrico,Moretti,2003,1,2001-2005,10.1162/0033553041502153,2,3,2 to 3,2003,2004,1
AFZ011813,Enrico,Moretti,2003,1,2001-2005,10.1257/0002828041464623,3,4,3 to 4,2004,2004,0
AFZ011813,Enrico,Moretti,2003,1,2001-2005,10.1257/000282804322970751,4,5,4 to 5,2004,2004,0
AFZ011813,Enrico,Moretti,2003,3,2001-2005,10.1162/qjec.121.4.1211; 10.1093/qje/121.4.1211,5,6,5 to 6,2004,2006,2
AFZ011813,Enrico,Moretti,2003,5,2001-2005,10.1111/j.1467-937x.2008.00514.x,6,7,6 to 7,2006,2008,2
AFZ011813,Enrico,Moretti,2003,6,2001-2005,10.1257/aer.99.1.112,7,8,7 to 8,2008,2009,1
AFZ011813,Enrico,Moretti,2003,6,2001-2005,10.1257/aer.99.2.323,8,9,8 to 9,2009,2009,0
AFZ011813,Enrico,Moretti,2003,6,2001-2005,10.1257/aer.99.2.330,9,10,9 to 10,2009,2009,0
AFZ011813,Enrico,Moretti,2003,7,2001-2005,10.1086/653714,10,11,10 to 11,2009,2010,1
AFZ011813,Enrico,Moretti,2003,7,2001-2005,10.1257/aer.100.2.373,11,12,11 to 12,2010,2010,0
AFZ011813,Enrico,Moretti,2003,8,2001-2005,10.1093/restud/rdq014,12,13,12 to 13,2010,2011,1
AFZ011813,Enrico,Moretti,2003,8,2001-2005,10.1257/aer.101.3.435,13,14,13 to 14,2011,2011,0
AFZ011813,Enrico,Moretti,2003,9,2001-2005,10.1257/aer.102.6.2981,14,15,14 to 15,2011,2012,1
AFZ011813,Enrico,Moretti,2003,10,2001-2005,10.1093/qje/qjt034,15,16,15 to 16,2012,2013,1
AFZ011813,Enrico,Moretti,2003,10,2001-2005,10.1257/aer.103.3.238,16,17,16 to 17,2013,2013,0
AFZ011816,Donald,Morgan,2002,2,2001-2005,10.1162/0033553042476161,1,2,1 to 2,2002,2004,2
AFZ011824,William,Morgan,2002,5,2001-2005,10.1257/aer.97.3.1032,1,2,1 to 2,2002,2007,5
AFZ011824,William,Morgan,2002,10,2001-2005,10.1086/669673,2,3,2 to 3,2007,2012,5
AFZ011837,Ameet,Morjaria,2015,0,2011-2015,10.1257/aer.20131031,1,2,1 to 2,2015,2015,0
AFZ011837,Ameet,Morjaria,2015,5,2011-2015,10.1093/qje/qjaa048,2,3,2 to 3,2015,2020,5
AFZ011837,Ameet,Morjaria,2015,9,2011-2015,10.1093/restud/rdae116,3,4,3 to 4,2020,2024,4
AFZ011855,Stephen,Morris,1994,1,1991-1995,10.1086/601449,1,2,1 to 2,1994,1995,1
AFZ011855,Stephen,Morris,1994,1,1991-1995,10.2307/2951700,2,3,2 to 3,1995,1995,0
AFZ011855,Stephen,Morris,1994,3,1991-1995,10.2307/2171737,3,4,3 to 4,1995,1997,2
AFZ011855,Stephen,Morris,1994,5,1991-1995,10.1257/aer.89.5.1327,4,5,4 to 5,1997,1999,2
AFZ011855,Stephen,Morris,1994,6,1991-1995,10.1111/1467-937x.00121,5,6,5 to 6,1999,2000,1
AFZ011855,Stephen,Morris,1994,7,1991-1995,10.1086/319554,6,7,6 to 7,2000,2001,1
AFZ011855,Stephen,Morris,1994,8,1991-1995,10.1257/000282802762024610,7,8,7 to 8,2001,2002,1
AFZ011855,Stephen,Morris,1994,9,1991-1995,10.1111/0034-6527.00277,8,9,8 to 9,2002,2003,1
AFZ011855,Stephen,Morris,1994,11,1991-1995,10.1111/j.1468-0262.2005.00638.x,9,10,9 to 10,2003,2005,2
AFZ011857,Alan,Morrison,2004,1,2001-2005,10.1257/000282805775014254,1,2,1 to 2,2004,2005,1
AFZ011868,Peter,Morrow,2013,11,2011-2015,10.1093/restud/rdae113,1,2,1 to 2,2013,2024,11
AFZ011884,Giuseppe,Moscarini,2001,0,2001-2005,10.1111/1468-0262.00259,1,2,1 to 2,2001,2001,0
AFZ011884,Giuseppe,Moscarini,2001,1,2001-2005,10.1111/1468-0262.00378; 10.1111/j.1468-0262.2002.00442.x,2,3,2 to 3,2001,2002,1
AFZ011884,Giuseppe,Moscarini,2001,4,2001-2005,10.1111/j.1468-0262.2005.00586.x,3,4,3 to 4,2002,2005,3
AFZ011884,Giuseppe,Moscarini,2001,6,2001-2005,10.1257/aer.97.1.37; 10.1257/000282807780323497,4,5,4 to 5,2005,2007,2
AFZ011884,Giuseppe,Moscarini,2001,9,2001-2005,10.1257/aer.100.2.333,5,6,5 to 6,2007,2010,3
AFZ011884,Giuseppe,Moscarini,2001,11,2001-2005,10.1257/aer.102.6.2509,6,7,6 to 7,2010,2012,2
AFZ011891,Petra,Moser,2004,1,2001-2005,10.1257/0002828054825501,1,2,1 to 2,2004,2005,1
AFZ011891,Petra,Moser,2004,8,2001-2005,10.1257/aer.102.1.396,2,3,2 to 3,2005,2012,7
AFZ011891,Petra,Moser,2004,10,2001-2005,10.1257/aer.104.10.3222,3,4,3 to 4,2012,2014,2
AFZ011899,Tobias,Moskowitz,2001,1,2001-2005,10.1257/00028280260344452,1,2,1 to 2,2001,2002,1
AFZ011899,Tobias,Moskowitz,2001,4,2001-2005,10.1093/qje/120.3.1121; 10.1162/003355305774268200,2,3,2 to 3,2002,2005,3
AFZ011904,Elchanan,Mossel,2015,5,2011-2015,10.1093/qje/qjaa026,1,2,1 to 2,2015,2020,5
AFZ011904,Elchanan,Mossel,2015,5,2011-2015,10.3982/ecta16465,2,3,2 to 3,2020,2020,0
AFZ011936,Andreas,Moxnes,2013,2,2011-2015,10.1257/aer.20121530,1,2,1 to 2,2013,2015,2
AFZ011936,Andreas,Moxnes,2013,6,2011-2015,10.1086/700764,2,3,2 to 3,2015,2019,4
AFZ011936,Andreas,Moxnes,2013,9,2011-2015,10.1086/719759,3,4,3 to 4,2019,2022,3
AFZ011942,Monika,Mrazova,2014,3,2011-2015,10.1257/aer.20160175,1,2,1 to 2,2014,2017,3
AFZ011942,Monika,Mrazova,2014,7,2011-2015,10.3982/ecta17416,2,3,2 to 3,2017,2021,4
AFZ011954,Andreas,Mueller,2012,5,2011-2015,10.1257/aer.20121186,1,2,1 to 2,2012,2017,5
AFZ011954,Andreas,Mueller,2012,6,2011-2015,10.1086/697739,2,3,2 to 3,2017,2018,1
AFZ011954,Andreas,Mueller,2012,9,2011-2015,10.1257/aer.20190808,3,4,3 to 4,2018,2021,3
AFZ011954,Andreas,Mueller,2012,10,2011-2015,10.3982/ecta18582,4,5,4 to 5,2021,2022,1
AFZ011954,Andreas,Mueller,2012,11,2011-2015,10.1093/restud/rdad051,5,6,5 to 6,2022,2023,1
AFZ011976,Sharun,Mukand,2003,1,2001-2005,10.1257/0002828042002624,1,2,1 to 2,2003,2004,1
AFZ011976,Sharun,Mukand,2003,2,2001-2005,10.1257/0002828053828707,2,3,2 to 3,2004,2005,1
AFZ011977,Sujoy,Mukerji,2001,4,2001-2005,10.1111/j.1468-0262.2005.00640.x,1,2,1 to 2,2001,2005,4
AFZ011991,Kathleen,Mullen,2013,1,2011-2015,10.1257/aer.104.5.329,1,2,1 to 2,2013,2014,1
AFZ011991,Kathleen,Mullen,2013,2,2011-2015,10.1257/aer.p20151089,2,3,2 to 3,2014,2015,1
AFZ011991,Kathleen,Mullen,2013,10,2011-2015,10.1257/aer.20190846,3,4,3 to 4,2015,2023,8
AFZ012003,Ulrich,Muller,2003,3,2001-2005,10.1111/j.1467-937x.2006.00402.x,1,2,1 to 2,2003,2006,3
AFZ012003,Ulrich,Muller,2003,5,2001-2005,10.1111/j.1467-937x.2008.00516.x,2,3,2 to 3,2006,2008,2
AFZ012003,Ulrich,Muller,2003,5,2001-2005,10.3982/ecta6814,3,4,3 to 4,2008,2008,0
AFZ012003,Ulrich,Muller,2003,7,2001-2005,10.1111/j.1467-937x.2010.00603.x,4,5,4 to 5,2008,2010,2
AFZ012003,Ulrich,Muller,2003,10,2001-2005,10.3982/ecta9097,5,6,5 to 6,2010,2013,3
AFZ012006,Casey,Mulligan,1993,4,1991-1995,10.1086/262105,1,2,1 to 2,1993,1997,4
AFZ012006,Casey,Mulligan,1993,4,1991-1995,10.1162/003355397555334,2,3,2 to 3,1997,1997,0
AFZ012006,Casey,Mulligan,1993,5,1991-1995,10.1086/250039,3,4,3 to 4,1997,1998,1
AFZ012006,Casey,Mulligan,1993,6,1991-1995,10.1086/250108,4,5,4 to 5,1998,1999,1
AFZ012006,Casey,Mulligan,1993,7,1991-1995,10.1086/317676,5,6,5 to 6,1999,2000,1
AFZ012006,Casey,Mulligan,1993,11,1991-1995,10.1257/0002828041302163,6,7,6 to 7,2000,2004,4
AFZ012020,Jakob,Munch,2012,2,2011-2015,10.1257/aer.104.6.1597,1,2,1 to 2,2012,2014,2
AFZ012045,Kaivan,Munshi,2001,2,2001-2005,10.1111/0034-6527.00274,1,2,1 to 2,2001,2003,2
AFZ012045,K,Munshi,2001,2,2001-2005,10.1162/003355303321675455,2,3,2 to 3,2003,2003,0
AFZ012045,Kaivan,Munshi,2001,5,2001-2005,10.1257/000282806779468607; 10.1257/aer.96.4.1225,3,4,3 to 4,2003,2006,3
AFZ012045,Kaivan,Munshi,2001,10,2001-2005,10.1093/restud/rdq029,4,5,4 to 5,2006,2011,5
AFZ012049,Karthik,Muralidharan,2011,4,2011-2015,10.1093/qje/qjv013,1,2,1 to 2,2011,2015,4
AFZ012049,Karthik,Muralidharan,2011,5,2011-2015,10.1257/aer.20141346,2,3,2 to 3,2015,2016,1
AFZ012049,Karthik,Muralidharan,2011,5,2011-2015,10.1257/aer.20151138,3,4,3 to 4,2016,2016,0
AFZ012049,Karthik,Muralidharan,2011,6,2011-2015,10.1093/qje/qjx040,4,5,4 to 5,2016,2017,1
AFZ012049,Karthik,Muralidharan,2011,8,2011-2015,10.1093/qje/qjz010,5,6,5 to 6,2017,2019,2
AFZ012049,Karthik,Muralidharan,2011,8,2011-2015,10.1257/aer.20171112,6,7,6 to 7,2019,2019,0
AFZ012064,Alvin,Murphy,2011,4,2011-2015,10.1257/aer.20120737,1,2,1 to 2,2011,2015,4
AFZ012064,Alvin,Murphy,2011,5,2011-2015,10.3982/ecta10170,2,3,2 to 3,2015,2016,1
AFZ012101,Mirabelle,Muuls,2014,10,2011-2015,10.1093/restud/rdae055,1,2,1 to 2,2014,2024,10
AFZ012103,David,Myatt,2003,3,2001-2005,10.1257/aer.96.3.756,1,2,1 to 2,2003,2006,3
AFZ012103,David,Myatt,2003,4,2001-2005,10.1111/j.1467-937x.2007.00421.x,2,3,2 to 3,2006,2007,1
AFZ012103,David,Myatt,2003,5,2001-2005,10.1111/j.1467-937x.2008.00482.x,3,4,3 to 4,2007,2008,1
AFZ012103,David,Myatt,2003,8,2001-2005,10.1093/restud/rdr018,4,5,4 to 5,2008,2011,3
AFZ012117,Per,Mykland,2003,6,2001-2005,10.3982/ecta7417,1,2,1 to 2,2003,2009,6
AFZ012118,Tymofiy,Mylovanov,2014,3,2011-2015,10.1257/aer.20140494,1,2,1 to 2,2014,2017,3
AFZ012118,Tymofiy,Mylovanov,2014,3,2011-2015,10.3982/ecta13251,2,3,2 to 3,2017,2017,0
AFZ012139,Rosemarie,Nagel,2002,2,2001-2005,10.1111/j.1468-0262.2004.00544.x,1,2,1 to 2,2002,2004,2
AFZ012139,Rosemarie,Nagel,2002,6,2001-2005,10.1111/j.1467-937x.2008.00512.x,2,3,2 to 3,2004,2008,4
AFZ012139,Rosemarie,Nagel,2002,9,2001-2005,10.1257/aer.101.2.900,3,4,3 to 4,2008,2011,3
AFZ012150,Suresh,Naidu,2011,2,2011-2015,10.1257/aer.103.1.107,1,2,1 to 2,2011,2013,2
AFZ012150,Suresh,Naidu,2011,3,2011-2015,10.1257/aer.104.3.963,2,3,2 to 3,2013,2014,1
AFZ012150,Suresh,Naidu,2011,5,2011-2015,10.1086/688877,3,4,3 to 4,2014,2016,2
AFZ012150,Suresh,Naidu,2011,6,2011-2015,10.1257/aer.p20171089,4,5,4 to 5,2016,2017,1
AFZ012150,Suresh,Naidu,2011,7,2011-2015,10.1086/700936,5,6,5 to 6,2017,2018,1
AFZ012150,Suresh,Naidu,2011,10,2011-2015,10.1093/qje/qjab012,6,7,6 to 7,2018,2021,3
AFZ012150,Suresh,Naidu,2011,11,2011-2015,10.1093/qje/qjaf042,7,8,7 to 8,2021,2022,1
AFZ012162,Tomoyuki,Nakajima,2004,11,2001-2005,10.1257/aer.20110576,1,2,1 to 2,2004,2015,11
AFZ012178,Tommaso,Nannicini,2013,2,2011-2015,10.1257/aer.20131063,1,2,1 to 2,2013,2015,2
AFZ012178,Tommaso,Nannicini,2013,3,2011-2015,10.1257/aer.20131024,2,3,2 to 3,2015,2016,1
AFZ012192,Mariacristina,Nardi,2002,4,2001-2005,10.1086/508032,1,2,1 to 2,2002,2006,4
AFZ012192,Mariacristina,Nardi,2002,7,2001-2005,10.1257/aer.99.1.85,2,3,2 to 3,2006,2009,3
AFZ012192,Mariacristina,Nardi,2002,7,2001-2005,10.1257/aer.99.2.110,3,4,3 to 4,2009,2009,0
AFZ012192,Mariacristina,Nardi,2002,8,2001-2005,10.1086/651674,4,5,4 to 5,2009,2010,1
AFZ012214,Paulo,Natenzon,2014,4,2011-2015,10.1086/700762,1,2,1 to 2,2014,2018,4
AFZ012214,Paulo,Natenzon,2014,7,2011-2015,10.3982/ecta16190,2,3,2 to 3,2018,2021,3
AFZ012214,Paulo,Natenzon,2014,11,2011-2015,10.1257/aer.20220130,3,4,3 to 4,2021,2025,4
AFZ012230,Salvador,Navarro,2012,7,2011-2015,10.1086/707736,1,2,1 to 2,2012,2019,7
AFZ012259,Klaus,Nehring,1994,5,1991-1995,10.1111/1468-0262.00005,1,2,1 to 2,1994,1999,5
AFZ012259,Klaus,Nehring,1994,8,1991-1995,10.1111/1468-0262.00321,2,3,2 to 3,1999,2002,3
AFZ012260,Matthew,Neidell,2005,6,2001-2005,10.1257/aer.101.3.448,1,2,1 to 2,2005,2011,6
AFZ012260,Matthew,Neidell,2005,7,2001-2005,10.1257/aer.102.7.3652,2,3,2 to 3,2011,2012,1
AFZ012261,Christopher,Neilson,2013,2,2011-2015,10.1257/aer.p20151026,1,2,1 to 2,2013,2015,2
